y_test,y_new
-20,-19.636363636363637
24,22.476190476190474
-20,-20.0
24,23.36
-12,-18.857142857142858
-32,-32.0
32,32.0
-8,-8.0
-32,-32.0
16,8.0
-20,-20.0
12,12.8
0,6.222222222222222
-32,-32.0
-8,-4.0
12,13.333333333333334
-24,-24.0
-20,-17.75
32,32.0
8,0.6666666666666666
8,4.0
0,0.5714285714285714
24,22.90909090909091
8,0.5714285714285714
0,3.2
16,11.6
-12,-13.0
-24,-23.61904761904762
-12,-18.11764705882353
-20,-16.307692307692307
-12,-14.0
-16,-13.6
-12,-21.939393939393938
-20,-18.4
24,23.61904761904762
32,32.0
16,15.0
8,5.6
4,7.333333333333333
-16,9.6
-4,0.0
32,32.0
32,32.0
32,32.0
12,17.818181818181817
12,12.727272727272727
20,18.105263157894736
0,-0.4444444444444444
32,32.0
-32,-32.0
-12,-12.5
-16,-13.333333333333334
32,32.0
20,18.933333333333334
-24,-22.333333333333332
16,13.333333333333334
-20,-19.2
24,22.90909090909091
32,32.0
-20,-18.88888888888889
16,3.2
-4,1.3333333333333333
24,24.0
-4,-4.0
20,20.0
-32,-32.0
-8,-4.888888888888889
4,4.8
-24,-23.36
0,1.6
32,32.0
-4,-6.0
-4,-4.0
-8,-4.888888888888889
8,16.0
4,2.0
24,22.476190476190474
-32,-32.0
-24,-22.933333333333334
-24,-20.387096774193548
4,6.666666666666667
32,32.0
4,4.0
-32,-32.0
-8,-9.0
-8,-8.0
4,4.0
-20,-19.636363636363637
20,20.0
20,18.90909090909091
24,22.133333333333333
-32,-32.0
12,14.857142857142858
0,0.0
12,17.41176470588235
16,8.0
16,15.0
-8,-8.0
20,20.0
20,18.153846153846153
16,15.2
-16,-22.08
4,2.6666666666666665
4,4.0
12,16.0
32,32.0
-16,-12.666666666666666
12,13.6
-24,-22.72
32,32.0
4,6.0
16,14.4
-24,-20.387096774193548
-12,-9.333333333333334
-32,-32.0
-16,-12.0
-4,-4.8
-32,-32.0
-12,-13.777777777777779
20,19.0
20,20.0
16,21.77777777777778
16,8.0
32,32.0
20,19.333333333333332
32,32.0
20,19.5
-8,-10.666666666666666
24,23.652173913043477
-4,-3.2
16,19.0
0,4.0
-4,-6.222222222222222
16,12.0
-4,-9.0
24,22.06896551724138
24,22.90909090909091
-24,-22.90909090909091
4,4.0
4,0.0
24,23.272727272727273
-16,-14.5
-32,-32.0
-16,-13.5
-32,-32.0
-4,-5.5
-20,-18.823529411764707
16,-20.387096774193548
16,12.666666666666666
4,1.7142857142857142
8,7.555555555555555
4,3.2
32,32.0
4,5.714285714285714
-20,-18.133333333333333
-4,-4.444444444444445
-20,-17.818181818181817
20,19.5
-8,-10.4
12,8.5
20,19.666666666666668
20,18.666666666666668
4,4.0
-4,-7.2
16,22.76923076923077
12,12.0
8,3.2
24,21.62962962962963
-4,-4.888888888888889
32,32.0
24,21.93548387096774
4,4.0
-16,-18.857142857142858
8,8.0
16,0.6666666666666666
12,10.666666666666666
-16,-17.473684210526315
-12,-13.333333333333334
-12,-17.75
8,2.5
-20,-20.0
-24,-21.555555555555557
24,24.0
32,32.0
24,24.0
4,-0.8888888888888888
-4,-5.333333333333333
4,4.571428571428571
-20,-19.636363636363637
8,12.0
-4,-6.857142857142857
20,20.0
-4,-5.333333333333333
-24,-22.90909090909091
4,2.6666666666666665
-12,-13.0
-4,-4.666666666666667
24,21.666666666666668
-32,-32.0
20,18.857142857142858
-20,-16.952380952380953
20,20.0
-16,-11.555555555555555
-32,-32.0
-4,-6.666666666666667
24,22.76923076923077
12,12.0
16,22.133333333333333
32,32.0
-4,-4.0
-16,-23.36
12,-1.7777777777777777
12,13.0
8,8.5
-12,-2.8
4,4.888888888888889
8,14.4
-20,-14.5
16,12.5
12,9.142857142857142
-12,-14.285714285714286
-12,-12.0
-24,-20.387096774193548
8,6.0
20,18.5
4,5.777777777777778
-24,-22.46153846153846
-16,-8.0
20,20.0
20,19.466666666666665
-8,-8.0
-8,-6.0
-20,-18.285714285714285
24,22.5
-32,-32.0
24,24.0
4,0.8
-32,-32.0
-16,-13.142857142857142
-4,4.0
32,32.0
-8,-6.0
-32,-32.0
12,9.142857142857142
16,14.5
-12,-14.857142857142858
-32,-32.0
-20,-20.0
24,23.61904761904762
-4,-4.8
32,32.0
20,18.5
-24,-22.666666666666668
-12,-12.444444444444445
8,5.6
-20,-20.0
-4,-4.888888888888889
0,1.0
20,18.857142857142858
-12,-14.857142857142858
-20,-18.857142857142858
24,23.238095238095237
-8,-6.0
12,14.4
16,20.0
0,4.0
24,24.0
8,8.666666666666666
4,5.142857142857143
-24,-22.08
32,32.0
-8,-14.666666666666666
12,8.0
4,6.222222222222222
20,20.0
-16,-14.285714285714286
-12,-14.4
12,12.5
-16,-19.142857142857142
-24,-23.36
32,32.0
12,13.714285714285714
32,32.0
-32,-32.0
24,22.476190476190474
-32,-32.0
-8,-5.333333333333333
8,2.2222222222222223
0,0.0
-4,-0.8
12,12.0
32,32.0
16,16.0
-24,-22.608695652173914
-8,-2.8
0,0.0
-8,-4.888888888888889
-16,-16.0
-24,-22.608695652173914
32,32.0
-12,-6.666666666666667
12,19.058823529411764
4,5.6
24,23.238095238095237
-32,-32.0
20,20.0
-32,-32.0
-32,-32.0
8,6.0
-16,-21.846153846153847
-16,-22.333333333333332
-12,-12.0
4,6.0
-24,-22.25
16,13.6
32,32.0
4,4.0
32,32.0
-20,-20.0
8,5.777777777777778
-24,-21.846153846153847
-16,-12.0
0,0.8
12,8.0
-16,-12.0
4,-0.8
0,-3.2
24,21.77777777777778
-32,-32.0
4,6.666666666666667
0,-1.7777777777777777
-20,-18.76923076923077
-4,-4.0
-32,-32.0
-8,-6.666666666666667
-4,-4.8
-32,-32.0
4,3.2
-8,-8.88888888888889
8,5.333333333333333
4,2.6666666666666665
-12,-14.857142857142858
-8,8.0
-4,-4.0
32,32.0
-8,-9.333333333333334
-8,-8.444444444444445
4,2.2222222222222223
-20,-19.384615384615383
8,4.888888888888889
-4,-4.0
0,1.0
24,22.608695652173914
20,20.0
12,8.666666666666666
4,4.0
-12,-13.0
-12,-13.0
24,24.0
20,20.0
-32,-32.0
12,12.727272727272727
20,19.5
-20,-20.0
8,10.4
32,32.0
-8,-9.6
32,32.0
12,14.4
12,20.0
4,8.0
-24,-20.387096774193548
-20,-20.0
0,1.1428571428571428
0,2.0
8,8.0
4,4.8
-20,-19.555555555555557
8,4.0
-12,-12.727272727272727
-32,-32.0
16,14.0
24,24.0
20,18.857142857142858
0,5.333333333333333
0,0.8
16,16.0
32,32.0
-12,-19.272727272727273
-4,-2.4
20,18.545454545454547
12,10.4
8,4.0
-4,-1.2
-24,-21.846153846153847
-20,-19.555555555555557
-32,-32.0
-4,-8.0
8,5.333333333333333
-20,-19.555555555555557
32,32.0
-24,-22.285714285714285
-12,-12.88888888888889
32,32.0
-16,-20.0
4,4.0
24,23.238095238095237
8,4.0
12,12.727272727272727
0,-2.0
32,32.0
24,21.93548387096774
12,12.0
-24,-22.608695652173914
32,32.0
12,14.4
-8,-12.5
4,8.666666666666666
32,32.0
-32,-32.0
8,13.6
32,32.0
20,19.0
-24,-22.333333333333332
8,8.0
32,32.0
-20,-18.0
-32,-32.0
24,24.0
4,4.8
-24,-22.25
32,32.0
-4,-6.545454545454546
-24,-21.93548387096774
16,22.933333333333334
12,19.333333333333332
0,2.2857142857142856
12,10.0
-16,-21.555555555555557
32,32.0
-16,-23.384615384615383
24,21.666666666666668
16,17.0
-20,-17.818181818181817
-4,-6.666666666666667
-4,-3.3333333333333335
-4,-5.0
-32,-32.0
8,8.0
16,-9.6
12,-12.444444444444445
24,21.62962962962963
-20,-18.76923076923077
-12,-12.75
-4,-4.444444444444445
-8,-10.666666666666666
-32,-32.0
-24,-22.333333333333332
-16,-13.777777777777779
20,17.333333333333332
-12,-13.777777777777779
12,13.0
-16,-13.6
-8,-11.2
-8,-8.0
-20,-20.0
-20,-18.90909090909091
8,10.4
0,-3.4285714285714284
-32,-32.0
0,3.111111111111111
-4,0.0
4,6.222222222222222
-16,-20.0
4,4.888888888888889
-12,-12.727272727272727
16,13.333333333333334
16,18.545454545454547
-32,-32.0
0,0.5714285714285714
-8,-8.0
24,24.0
-12,-13.142857142857142
-12,-12.666666666666666
-16,9.142857142857142
8,9.6
-32,-32.0
12,4.0
-8,-8.0
16,20.0
-8,-10.666666666666666
24,22.133333333333333
-12,-17.142857142857142
4,2.4
-4,-4.0
4,2.4
-20,-19.384615384615383
32,32.0
-32,-32.0
-4,-10.285714285714286
-4,-4.0
16,18.5
-12,-12.666666666666666
16,15.2
-16,-12.0
16,16.0
-24,-22.333333333333332
-24,-22.285714285714285
8,9.777777777777779
-12,-12.8
-24,-22.46153846153846
-24,-21.939393939393938
16,14.4
12,14.857142857142858
20,18.571428571428573
8,9.777777777777779
8,5.6
8,10.4
24,22.51851851851852
-8,-9.333333333333334
4,2.6666666666666665
12,18.571428571428573
-12,-10.666666666666666
32,32.0
-4,-5.0
-20,-19.142857142857142
-24,-23.61904761904762
-24,-23.384615384615383
-4,-4.0
-8,-8.8
12,14.666666666666666
-32,-32.0
-20,-18.25
-12,-13.0
24,23.652173913043477
12,10.0
24,24.0
-4,-6.0
-20,-19.0
0,-2.0
-4,2.0
20,19.333333333333332
-32,-32.0
16,21.62962962962963
4,6.0
12,15.2
4,4.888888888888889
-20,-19.636363636363637
32,32.0
-20,-18.4
-16,-19.0
-16,-19.636363636363637
8,8.5
12,8.0
-20,-19.428571428571427
-20,-18.76923076923077
32,32.0
24,23.652173913043477
-24,-23.636363636363637
-20,-18.666666666666668
0,-0.6666666666666666
20,17.333333333333332
12,9.142857142857142
-20,-18.666666666666668
20,19.384615384615383
20,17.818181818181817
-20,-18.76923076923077
24,21.62962962962963
16,17.0
32,32.0
-16,-12.8
16,14.857142857142858
8,8.0
24,21.666666666666668
-4,-0.6666666666666666
4,4.5
8,2.2222222222222223
4,4.0
-24,-21.846153846153847
24,21.93548387096774
-4,-4.8
-20,-20.0
0,4.0
4,5.142857142857143
-20,-20.0
0,0.0
4,1.6
-8,-11.2
24,23.652173913043477
12,13.0
-4,-3.2
-16,-13.333333333333334
8,4.666666666666667
0,-0.8
-8,-8.88888888888889
-32,-32.0
16,17.0
4,-1.7777777777777777
8,6.0
0,-1.0
20,17.0
32,32.0
24,24.0
-32,-32.0
-32,-32.0
4,6.222222222222222
-20,-18.857142857142858
8,10.285714285714286
0,4.0
-4,-6.666666666666667
4,0.0
-16,-13.777777777777779
4,3.2
-8,-12.5
-8,-8.727272727272727
-32,-32.0
16,13.6
-24,-22.857142857142858
32,32.0
20,20.0
-32,-32.0
-8,-8.0
12,10.4
8,8.571428571428571
-20,-19.142857142857142
-12,-12.0
8,11.5
0,0.0
12,8.0
24,21.666666666666668
-24,-22.857142857142858
-12,-1.1428571428571428
24,21.93548387096774
-4,-5.2
-20,-18.4
20,18.857142857142858
32,32.0
-4,-0.6666666666666666
32,32.0
-8,-8.0
4,2.2222222222222223
12,9.6
-32,-32.0
-8,-1.3333333333333333
20,18.5
32,32.0
-20,-19.428571428571427
8,5.333333333333333
24,22.608695652173914
20,20.0
24,23.384615384615383
8,5.714285714285714
-24,-23.36
0,2.6666666666666665
-8,-14.4
20,20.0
16,19.692307692307693
32,32.0
-12,-8.5
12,13.5
16,19.666666666666668
-4,-6.0
-32,-32.0
-20,-19.555555555555557
16,-3.2
-4,-4.0
-16,-16.5
20,20.0
-24,-22.666666666666668
-4,-4.666666666666667
4,0.0
0,-0.8888888888888888
24,24.0
12,14.4
-24,-21.6
-32,-32.0
-20,-17.714285714285715
-24,-22.666666666666668
16,14.5
12,7.2
4,6.666666666666667
-24,-22.72
12,12.0
20,20.0
12,12.8
-24,-22.08
-32,-32.0
8,8.8
-12,0.0
-16,-14.857142857142858
12,-8.666666666666666
-32,-32.0
-12,-8.727272727272727
8,11.428571428571429
0,-1.1428571428571428
-8,-0.8
4,4.8
24,24.0
-8,-0.8
12,12.666666666666666
0,2.4
-32,-32.0
-20,-20.0
12,11.2
-8,-10.666666666666666
8,6.4
32,32.0
24,23.272727272727273
32,32.0
0,3.111111111111111
24,22.08
0,0.0
-4,-1.3333333333333333
-16,-12.5
-12,-13.142857142857142
-32,-32.0
8,5.333333333333333
-8,-9.142857142857142
-4,-4.0
-32,-32.0
20,20.0
24,23.272727272727273
16,12.666666666666666
0,-2.0
16,16.0
0,1.6
12,7.2
-4,-2.857142857142857
-16,-18.133333333333333
-12,-12.5
-24,-21.939393939393938
20,19.333333333333332
0,0.0
32,32.0
-16,-19.142857142857142
12,9.333333333333334
0,-0.8888888888888888
8,4.8
-16,-10.285714285714286
-12,-14.285714285714286
4,4.8
-4,0.0
24,23.36
0,4.0
4,6.4
4,2.2222222222222223
4,4.0
8,10.4
4,4.0
-16,-22.90909090909091
0,5.714285714285714
-32,-32.0
32,32.0
-32,-32.0
-16,-19.272727272727273
0,-0.8888888888888888
-4,-5.2
-16,-14.857142857142858
24,21.62962962962963
4,1.6
24,24.0
-4,-4.8
0,4.8
-24,-23.04
0,-2.6666666666666665
32,32.0
24,22.76923076923077
4,2.2222222222222223
-12,-13.333333333333334
-12,-7.2
24,22.476190476190474
-24,-20.387096774193548
12,17.818181818181817
16,14.285714285714286
-16,-21.93548387096774
-8,-10.909090909090908
-16,-10.666666666666666
20,19.636363636363637
-4,-12.5
20,18.571428571428573
-4,12.571428571428571
12,20.0
20,20.0
8,6.0
-12,-13.6
8,6.666666666666667
16,20.0
8,6.0
-24,-22.608695652173914
-16,3.2
-16,-21.285714285714285
-4,-4.8
20,20.0
0,-1.3333333333333333
16,15.0
24,22.06896551724138
-24,-22.857142857142858
20,20.0
-8,-8.0
24,23.57894736842105
-24,-22.608695652173914
-20,-18.857142857142858
4,3.2
16,13.714285714285714
12,14.666666666666666
-8,-8.0
-24,-21.555555555555557
-16,-21.555555555555557
16,14.0
-8,-9.0
-24,-21.6
-16,-14.857142857142858
-20,-18.857142857142858
20,19.076923076923077
-20,-19.142857142857142
-20,-20.0
32,32.0
12,12.363636363636363
12,-16.952380952380953
-4,-2.0
-12,-13.333333333333334
12,0.0
0,4.8
-4,-2.4
-24,-21.939393939393938
24,23.272727272727273
-24,-24.0
-8,-9.333333333333334
20,17.41176470588235
-20,-20.0
8,13.333333333333334
20,20.0
-24,-22.72
32,32.0
-12,-16.0
24,24.0
-8,-10.666666666666666
-32,-32.0
12,15.333333333333334
-24,-24.0
24,23.384615384615383
20,18.571428571428573
8,2.0
4,2.4
-16,-13.777777777777779
16,15.2
0,0.5714285714285714
-20,-18.11764705882353
-20,-18.153846153846153
-12,-14.0
-12,-13.777777777777779
-4,-4.0
-4,-4.0
0,2.2222222222222223
20,20.0
-8,-9.0
16,15.2
-16,-22.333333333333332
-8,-8.0
-16,-13.5
16,15.333333333333334
-8,-8.0
12,15.333333333333334
4,4.0
24,21.128205128205128
16,14.5
20,20.0
-32,-32.0
4,3.2
-12,-11.333333333333334
-8,-6.0
4,4.5
-12,-14.0
12,8.0
-32,-32.0
24,22.08
-24,-22.933333333333334
32,32.0
16,15.2
24,23.652173913043477
-20,-17.473684210526315
-24,-20.387096774193548
4,5.6
-16,-11.2
-4,-4.0
-16,-18.25
-16,-20.0
32,32.0
12,13.714285714285714
8,4.0
-12,-12.0
4,0.5714285714285714
-24,-22.857142857142858
16,22.344827586206897
-16,-15.333333333333334
12,9.6
-32,-32.0
-24,-21.846153846153847
-20,-20.0
12,-4.571428571428571
4,2.5
-4,-2.5
16,13.6
20,18.545454545454547
16,14.5
12,13.333333333333334
-16,-20.387096774193548
24,22.344827586206897
8,12.0
32,32.0
16,24.0
12,9.6
-20,-18.76923076923077
-32,-32.0
-16,-10.666666666666666
20,20.0
32,32.0
12,-1.1428571428571428
24,24.0
0,-3.111111111111111
12,19.466666666666665
-4,-4.0
-16,-13.6
-24,-22.333333333333332
4,3.2
-12,-12.5
4,1.6
-16,-22.25
-12,-14.4
-32,-32.0
-8,-8.0
32,32.0
16,14.666666666666666
-32,-32.0
-32,-32.0
4,1.6
8,10.4
32,32.0
24,22.344827586206897
-4,2.2222222222222223
24,24.0
32,32.0
20,18.5
24,24.0
16,19.333333333333332
0,-2.4
4,4.0
0,3.6
12,12.444444444444445
-4,-6.285714285714286
-8,-7.333333333333333
24,21.93548387096774
8,9.333333333333334
20,19.692307692307693
-4,-4.0
-8,-5.142857142857143
-24,-21.677419354838708
-16,-22.608695652173914
-20,-18.76923076923077
-4,-4.0
24,24.0
-16,-13.714285714285714
12,18.5
16,12.571428571428571
-12,-8.0
12,20.0
16,22.51851851851852
-20,-18.857142857142858
0,2.4
20,19.384615384615383
4,6.285714285714286
-4,-5.5
16,13.333333333333334
-24,-22.46153846153846
16,15.333333333333334
24,22.90909090909091
4,2.4
20,18.571428571428573
20,17.0
4,2.2222222222222223
-32,-32.0
-32,-32.0
12,1.3333333333333333
-12,-14.4
8,4.0
12,13.333333333333334
20,18.571428571428573
12,-4.571428571428571
-32,-32.0
8,9.714285714285714
0,0.0
-8,-12.0
16,20.0
0,2.2857142857142856
-16,-10.285714285714286
4,4.0
24,22.06896551724138
-16,-12.88888888888889
-32,-32.0
4,2.4
-20,-18.933333333333334
-32,-32.0
-32,-32.0
-8,-7.2
-12,-19.0
12,8.666666666666666
-12,-12.75
20,18.933333333333334
-20,-18.75
-16,-22.90909090909091
-20,-18.88888888888889
24,23.272727272727273
12,13.333333333333334
8,11.5
0,3.5
24,23.272727272727273
24,22.133333333333333
20,20.0
24,23.652173913043477
0,-2.5
32,32.0
-12,-4.571428571428571
-16,-14.857142857142858
-32,-32.0
-4,-0.8
4,2.2857142857142856
-20,-18.933333333333334
0,-0.8888888888888888
-20,-17.818181818181817
0,2.4
-32,-32.0
24,24.0
-32,-32.0
-20,-19.384615384615383
12,12.666666666666666
8,7.333333333333333
-4,-1.0
-4,0.0
-12,-5.142857142857143
-8,-8.0
4,11.5
-24,-23.36
32,32.0
-16,-13.333333333333334
16,19.076923076923077
32,32.0
-12,-12.444444444444445
32,32.0
0,2.2222222222222223
16,-21.677419354838708
-8,-8.0
-16,-21.285714285714285
-8,-4.5
-8,-6.4
-4,2.2222222222222223
-20,-19.636363636363637
-24,-24.0
24,23.076923076923077
-32,-32.0
-32,-32.0
-20,-16.0
-32,-32.0
8,8.0
-4,-5.0
-24,-24.0
-8,-14.5
-8,-14.5
20,19.333333333333332
-4,-6.4
12,4.5
-4,-2.0
-20,-20.0
0,0.0
-4,-14.666666666666666
-20,-20.0
32,32.0
12,12.0
12,12.0
-4,12.571428571428571
12,17.333333333333332
-8,-8.666666666666666
-8,-4.0
8,4.8
24,21.128205128205128
-20,-18.76923076923077
24,22.08
12,19.0
-24,-22.857142857142858
12,13.6
32,32.0
-16,-12.8
-32,-32.0
-16,-23.04
-20,-16.0
12,4.5
-20,-18.2
-20,-18.823529411764707
12,14.666666666666666
-12,-12.0
12,10.0
32,32.0
16,12.0
24,21.62962962962963
-24,-21.846153846153847
20,17.0
12,12.444444444444445
-24,-23.636363636363637
24,23.57894736842105
12,4.8
16,13.333333333333334
12,15.333333333333334
20,19.692307692307693
32,32.0
4,4.571428571428571
32,32.0
-16,-12.8
24,24.0
12,12.666666666666666
8,5.6
24,22.08
-8,-4.0
8,8.666666666666666
4,2.5
-12,-12.8
12,8.0
12,13.333333333333334
-12,-14.0
16,16.0
-16,-12.8
0,2.6666666666666665
-12,-14.5
-16,-13.777777777777779
-20,-20.0
24,22.76923076923077
16,13.333333333333334
32,32.0
-32,-32.0
4,1.6
-4,-6.0
-16,-12.5
8,8.0
-20,-18.90909090909091
-8,-8.8
20,18.545454545454547
-4,-4.0
4,2.4
-4,-5.333333333333333
-16,-12.88888888888889
-8,-8.0
-8,-8.0
0,-1.7777777777777777
-16,-13.846153846153847
32,32.0
-32,-32.0
-24,-23.384615384615383
12,13.714285714285714
-4,8.8
20,20.0
-12,-16.0
20,17.41176470588235
-20,-18.75
-4,-4.0
16,18.857142857142858
-12,-14.222222222222221
4,8.0
-16,-22.333333333333332
20,19.636363636363637
20,20.0
-20,-17.473684210526315
12,4.0
-4,0.8
12,13.6
0,2.2857142857142856
32,32.0
20,18.857142857142858
0,5.714285714285714
32,32.0
-20,-18.857142857142858
20,19.5
32,32.0
-24,-24.0
8,4.8
8,8.0
32,32.0
-24,-22.333333333333332
-4,-5.6
20,19.333333333333332
32,32.0
20,18.666666666666668
16,8.444444444444445
-16,-18.88888888888889
20,20.0
0,4.0
12,15.2
-4,-4.571428571428571
-4,-4.0
8,10.4
-4,-4.0
-12,-10.5
32,32.0
-24,-23.636363636363637
12,12.0
-4,-2.5
24,22.51851851851852
-4,-4.0
-12,-13.2
-12,-13.6
-16,-13.714285714285714
8,8.5
-8,-3.3333333333333335
12,12.0
24,24.0
0,-4.0
12,-9.0
-32,-32.0
12,14.4
8,7.2
4,6.0
-16,-22.46153846153846
24,21.128205128205128
-16,-13.6
-24,-22.08
8,7.333333333333333
0,3.2
-12,-12.8
4,5.714285714285714
-4,-4.0
16,13.333333333333334
-12,-12.5
24,23.57894736842105
-16,-16.0
-4,-2.4
32,32.0
24,22.344827586206897
32,32.0
-4,-4.571428571428571
-16,-15.5
-24,-23.636363636363637
-24,-24.0
32,32.0
8,6.666666666666667
16,14.666666666666666
-16,-18.823529411764707
8,6.0
-12,-17.142857142857142
32,32.0
16,13.142857142857142
-24,-23.636363636363637
20,19.333333333333332
-12,-12.88888888888889
-20,-16.307692307692307
8,11.428571428571429
-32,-32.0
16,13.142857142857142
4,4.8
32,32.0
-32,-32.0
16,15.2
32,32.0
-20,-16.952380952380953
12,14.0
-4,-4.666666666666667
-20,-16.5
16,15.2
-20,-20.0
4,0.8
0,-1.7777777777777777
-4,-5.6
-4,-1.7777777777777777
4,2.4
-12,-10.285714285714286
-16,-20.0
-24,-22.46153846153846
-12,-14.5
-16,-16.0
-8,-0.4444444444444444
24,23.304347826086957
-24,-22.608695652173914
16,18.571428571428573
8,2.2857142857142856
-12,-17.473684210526315
24,22.06896551724138
24,22.5
-32,-32.0
4,5.6
-24,-23.636363636363637
32,32.0
24,23.57894736842105
20,19.11111111111111
-24,-24.0
8,8.0
-16,-13.777777777777779
32,32.0
-32,-32.0
32,32.0
-8,8.0
24,23.076923076923077
24,21.77777777777778
0,0.0
-20,-19.272727272727273
-4,-4.0
-24,-21.93548387096774
-24,-22.333333333333332
-20,-20.0
16,12.444444444444445
-24,-22.933333333333334
0,4.0
-4,-7.555555555555555
-8,-6.666666666666667
0,2.0
12,19.692307692307693
-32,-32.0
-4,0.0
-24,-22.333333333333332
-24,-22.857142857142858
4,5.6
8,10.285714285714286
0,0.0
-16,-21.555555555555557
20,19.076923076923077
-16,1.3333333333333333
-12,-12.444444444444445
-24,-21.939393939393938
-8,-9.333333333333334
-16,-14.0
-24,-22.333333333333332
4,3.3333333333333335
12,14.4
-8,-8.0
0,0.6666666666666666
-32,-32.0
-20,-18.857142857142858
20,19.0
32,32.0
-8,-8.88888888888889
-32,-32.0
12,16.0
-20,-19.0
24,22.76923076923077
-4,-6.4
-24,-22.857142857142858
4,2.2222222222222223
-20,-20.0
-4,-7.2
4,2.5
20,19.666666666666668
0,-2.2857142857142856
32,32.0
-4,-3.2
16,13.333333333333334
0,0.0
12,11.428571428571429
-32,-32.0
-12,-15.2
24,22.08
16,14.666666666666666
4,1.7142857142857142
-32,-32.0
24,24.0
8,1.3333333333333333
16,13.5
24,23.36
-24,-23.04
12,10.0
-20,-17.142857142857142
-24,-23.636363636363637
-8,-4.0
-24,-22.333333333333332
-32,-32.0
-32,-32.0
-8,-8.88888888888889
-4,-5.333333333333333
-32,-32.0
24,24.0
-16,-8.0
-12,-6.285714285714286
8,6.0
24,22.90909090909091
-24,-22.857142857142858
-4,-0.8
0,3.6
4,3.3333333333333335
20,17.333333333333332
16,8.0
4,3.2
4,4.666666666666667
12,13.0
-20,-20.0
-12,17.818181818181817
4,2.0
12,9.142857142857142
0,3.5
0,0.0
0,3.2
16,12.8
-16,-13.333333333333334
20,18.933333333333334
4,5.777777777777778
-16,-16.0
32,32.0
0,-2.0
12,4.5
-8,12.0
-16,-14.0
-8,-11.555555555555555
12,12.0
8,9.777777777777779
-24,-22.08
-32,-32.0
32,32.0
-16,-12.8
8,14.4
-16,-14.857142857142858
4,3.111111111111111
0,1.6
-20,-18.90909090909091
-12,-17.75
16,15.2
-16,-18.666666666666668
-8,-10.5
-4,-5.6
-12,-12.444444444444445
24,23.61904761904762
-20,-20.0
-16,-20.387096774193548
-4,-3.2
20,18.545454545454547
0,2.5
32,32.0
12,4.5
-20,-19.666666666666668
16,12.666666666666666
4,7.555555555555555
12,13.333333333333334
-8,-2.0
-4,-6.0
32,32.0
-12,-5.142857142857143
12,10.666666666666666
12,9.6
4,5.714285714285714
24,22.06896551724138
0,1.0
8,5.333333333333333
-20,-20.0
0,3.3333333333333335
-32,-32.0
8,8.0
32,32.0
4,3.3333333333333335
-16,-15.2
-4,-10.909090909090908
-32,-32.0
32,32.0
4,2.4
-32,-32.0
24,21.666666666666668
-24,-24.0
-20,-18.285714285714285
8,12.363636363636363
4,4.0
-32,-32.0
-24,-21.555555555555557
-20,-18.133333333333333
-16,-14.0
-4,-5.6
-4,-6.0
-32,-32.0
-20,-16.307692307692307
-16,-10.285714285714286
-12,-13.2
-8,-8.666666666666666
-24,-21.555555555555557
-4,-5.5
-4,0.0
4,6.0
